Brand,Model,Weight,Released on the market,For women,For kids,Frame material,Frame type,Collapsible frame,Color,Fork type,Shock absorber type,Shock absorber pressure,Fork name,Wheel drive,Drive type,Transmission type,Number of speeds,System name,Cassette name,Front derailleur gears name,Rear derailleur gears name,Shifters type,Shifters name,Front brakes,Front brakes name,Rear brakes,Number of wheels,Wheels diameter,Double rim,Rim material,Rims name,Tyres pattern,Tyres name,Handlebar type,Handlebar name,Seat type,Seat suspension,Seat name,Pedals type,Pedals name,Front panel,Rear panel panel,Trunk,Rearview mirror,Horn,Basket
KTM,Amparo XL 8 M 28 (2013),28.5 kg,2013,Yes,-,Aluminum Alloy,Open,-,Gray,Suspension,-,-,-,Rear,Chain,with planetary gear,8,-,-,-,-,Grip-Shift,-,Magura HS11,-,Magura HS11,2,"28 """,Yes,Aluminium,-,Semi slicks,-,Direct,Direct,Travel,No,-,Platform,-,Yes,Yes,Yes,No,-,No
KTM,Aphex (2013),18.5 kg,2013,-,-,Aluminum Alloy,Closed,-,Black,Suspension,-,200 mm,-,Rear,Chain,With an external switch,10,-,-,-,-,Trigger,-,-,-,-,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Shimano Saint,Sports,Platform,-,Partial,Partial,-,-,-,-
KTM,Aphex (2013),18.5 kg,2013,No,-,Aluminum Alloy,Closed,-,Black,Suspension,-,200 mm,-,Rear,Chain,With an external switch,10,-,-,-,-,Trigger,-,-,-,-,2,"26 """,Yes,Aluminium,-,Mud,-,With the rise of,With the rise of,Sports,No,-,Platform,-,No,No,No,No,-,No
KTM,Baggy Sue (2013),13.3 kg,2013,-,-,Aluminum Alloy,Closed,-,"White, Gray",Suspension,-,100 mm,-,Rear,Chain,With an external switch,30,-,-,-,-,Trigger,-,-,-,-,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Wellgo,Sports,Platform,-,-,-,-,-,-,-
KTM,Baggy Sue (2013),13.3 kg,2013,Yes,-,Aluminum Alloy,Closed,-,"White, Gray",Suspension,-,100 mm,-,Rear,Chain,With an external switch,30,-,-,-,-,Trigger,-,-,-,-,2,"26 """,Yes,Aluminium,-,Mud,-,With the rise of,With the rise of,Sports,No,-,Platform,-,No,No,No,No,-,No
KTM,Bark 20 (2013),13.7 kg,2013,-,-,Aluminum Alloy,Open,-,"Orange, Black",Suspension,-,150 mm,-,Rear,Chain,With an external switch,30,-,-,-,-,Trigger,-,-,-,-,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Shimano,Sports,Platform,-,-,-,-,-,-,-
KTM,Bark 20 (2013),13.7 kg,2013,No,-,Aluminum Alloy,Open,-,"Orange, Black",Suspension,-,150 mm,-,Rear,Chain,With an external switch,30,-,-,-,-,Trigger,-,-,-,-,2,"26 """,Yes,Aluminium,-,Mud,-,With the rise of,With the rise of,Sports,No,-,Platform,-,No,No,No,No,-,No
KTM,Bark 40 (2013),13.9 kg,2013,-,-,Aluminum Alloy,Open,-,"Gray, Black",Suspension,-,150 mm,-,Rear,Chain,With an external switch,30,-,-,-,-,Trigger,-,-,-,-,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Wellgo,Sports,Platform,-,-,-,-,-,-,-
KTM,Bark 40 (2013),13.9 kg,2013,No,-,Aluminum Alloy,Open,-,"Gray, Black",Suspension,-,150 mm,-,Rear,Chain,With an external switch,30,-,-,-,-,Trigger,-,-,-,-,2,"26 """,Yes,Aluminium,-,Mud,-,With the rise of,With the rise of,Sports,No,-,Platform,-,No,No,No,No,-,No
KTM,Chicago (2013),13.7 kg,2013,-,-,Aluminum Alloy,Closed,-,"White, Gray, Green",Suspension,-,100 mm,-,Rear,Chain,With an external switch,24,-,-,-,-,Combined,-,Shimano M422,-,Shimano M422,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,VP,Sports,Platform,-,Partial,Partial,-,-,-,-
KTM,Chicago (2013),13.7 kg,2013,No,-,Aluminum Alloy,Closed,-,"White, Gray, Green (White-Green)",Suspension,-,100 mm,-,Rear,Chain,With an external switch,24,-,-,-,-,Combined,-,Shimano M422,-,Shimano M422,2,"26 """,Yes,Aluminium,-,Mud,-,Direct,Direct,Sports,No,-,Platform,-,No,No,No,No,-,No
KTM,Chicago Disc (2013),14.2 kg,2013,-,-,Aluminum Alloy,Closed,-,"White, Orange, Black",Suspension,-,100 mm,-,Rear,Chain,With an external switch,24,-,-,-,-,Trigger,-,-,-,-,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,VP,Sports,Platform,-,-,-,-,-,-,-
KTM,Chicago Disc (2013),14.2 kg,2013,No,-,Aluminum Alloy,Closed,-,"White, Orange, Black (White-Green)",Suspension,-,100 mm,-,Rear,Chain,With an external switch,24,-,-,-,-,Trigger,-,-,-,-,2,"26 """,Yes,Aluminium,-,Mud,-,Direct,Direct,Sports,No,-,Platform,-,No,No,No,No,-,No
KTM,Chronos LC (2013),11.5 kg,2013,-,-,carbon fibre (??????),Closed,-,"Gray, Orange",Suspension,-,63 mm,-,Rear,Chain,With an external switch,30,-,-,-,-,Trigger,-,Shimano SLX,-,Shimano SLX,-,"28 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,Direct,Direct,Sports,VP,Sports,Platform,-,Partial,Partial,-,-,-,-
KTM,Chronos LC (2013),11.5 kg,2013,No,-,Carbon,Closed,-,"Gray, Orange",Suspension,-,63 mm,-,Rear,Chain,With an external switch,30,-,-,-,-,Trigger,-,Shimano SLX,-,Shimano SLX,2,"28 """,Yes,Aluminium,-,Semi slicks,-,Direct,Direct,Sports,No,-,Platform,-,No,No,No,No,-,No
KTM,City Fun 3 26 W (2013),15.7 kg,2013,-,-,Aluminum Alloy,Open,-,Black,Tough,-,-,-,Rear,Chain,with planetary gear,3,-,-,-,-,Grip-Shift,-,Tektro,-,-,-,"26 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,Direct,Direct,Travel,???????????? ?????,Travel,Platform,-,Partial,Partial,B&M Lumotec N2,B&M Lumotec N2,B&M Lumotec N2,B&M Lumotec N2
KTM,City Fun 3 26 W (2013),15.7 kg,2013,Yes,-,Aluminum Alloy,Open,-,Black (Red),Tough,-,-,-,Rear,Chain,with planetary gear,3,-,-,-,-,Grip-Shift,-,Tektro (AL-855),-,-,2,"26 """,Yes,Aluminium,-,Semi slicks,-,Direct,Direct,Travel,Yes ???????????? ?????,-,Platform,-,Yes,Yes,Yes,No,-,No
KTM,City Fun 3 28 W (2013),15.7 kg,2013,-,-,Aluminum Alloy,Open,-,Black,Tough,-,-,-,Rear,Chain,with planetary gear,3,-,-,-,-,Grip-Shift,-,Tektro,-,-,-,"28 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,Direct,Direct,Travel,???????????? ?????,Travel,Platform,-,Partial,Partial,B&M Lumotec N2,B&M Lumotec N2,B&M Lumotec N2,B&M Lumotec N2
KTM,City Fun 3 28 W (2013),15.7 kg,2013,Yes,-,Aluminum Alloy,Open,-,Black (Red),Tough,-,-,-,Rear,Chain,with planetary gear,3,-,-,-,-,Grip-Shift,-,Tektro (AL-855),-,-,2,"28 """,Yes,Aluminium,-,Semi slicks,-,Direct,Direct,Travel,Yes ???????????? ?????,-,Platform,-,Yes,Yes,Yes,No,-,No
KTM,City Line 7 26 W (2013),17.5 kg,2013,-,-,Aluminum Alloy,Open,-,Black,Suspension,-,50 mm,-,Rear,Chain,with planetary gear,7,-,-,-,-,Grip-Shift,-,Tektro,-,-,-,"26 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,Direct,Direct,Sports,???????????? ?????,Sports,Platform,-,Partial,Partial,B&M Lumotec N2,B&M Lumotec N2,B&M Lumotec N2,B&M Lumotec N2
KTM,City Line 7 26 W (2013),17.5 kg,2013,Yes,-,Aluminum Alloy,Open,-,Black (????????),Suspension,-,50 mm,-,Rear,Chain,with planetary gear,7,-,-,-,-,Grip-Shift,-,Tektro (AL-855),-,-,2,"26 """,Yes,Aluminium,-,Semi slicks,-,Direct,Direct,Sports,Yes ???????????? ?????,-,Platform,-,Yes,Yes,Yes,No,-,No
KTM,City Line 7 28 HE (2013),17.6 kg,2013,-,-,Aluminum Alloy,Closed,-,Black,Suspension,-,50 mm,-,Rear,Chain,with planetary gear,7,-,-,-,-,Grip-Shift,-,Tektro,-,-,-,"28 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,Direct,Direct,Travel,???????????? ?????,Travel,Platform,-,Partial,Partial,B&M Lumotec N2,B&M Lumotec N2,B&M Lumotec N2,B&M Lumotec N2
KTM,City Line 7 28 HE (2013),17.6 kg,2013,No,-,Aluminum Alloy,Closed,-,Black,Suspension,-,50 mm,-,Rear,Chain,with planetary gear,7,-,-,-,-,Grip-Shift,-,Tektro (AL-855),-,-,2,"28 """,Yes,Aluminium,-,Semi slicks,-,Direct,Direct,Travel,Yes ???????????? ?????,-,Platform,-,Yes,Yes,Yes,No,-,No
KTM,City Line 7 28 W (2013),-,2013,Aluminum Alloy,-,Aluminum Alloy,Open,-,Black,Suspension,-,50 mm,-,Rear,Chain,with planetary gear,7,-,-,-,-,Grip-Shift,-,Tektro,-,-,-,"28 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,Direct,Direct,Travel,???????????? ?????,-,Platform,-,Partial,Partial,-,-,-,-
KTM,City Line 7 28 W (2013),-,2013,Yes,-,Aluminum Alloy,Open,-,Black (????????),Suspension,-,50 mm,-,Rear,Chain,with planetary gear,7,-,-,-,-,Grip-Shift,-,Tektro (AL-855),-,-,2,"28 """,Yes,Aluminium,-,Semi slicks,-,Direct,Direct,Travel,Yes ???????????? ?????,-,Platform,-,Yes,Yes,Yes,No,-,No
KTM,Comp R 26 (2013),13.7 kg,2013,-,-,Aluminum Alloy,Closed,-,"Orange, Black",Suspension,-,100 mm,-,Rear,Chain,With an external switch,30,-,-,-,-,Trigger,-,-,-,-,-,"26 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,Direct,Direct,Sports,Wellgo C 128,Sports,Platform,-,-,-,-,-,-,-
KTM,Comp R 26 (2013),13.7 kg,2013,No,-,Aluminum Alloy,Closed,-,"Orange, Black",Suspension,-,100 mm,-,Rear,Chain,With an external switch,30,-,-,-,-,Trigger,-,-,-,-,2,"26 """,Yes,Aluminium,-,Semi slicks,-,Direct,Direct,Sports,No,-,Platform,-,No,No,No,No,-,No
KTM,Country Sport 26 (2013),15.9 kg,2013,-,-,Aluminum Alloy,Closed,-,Black,Suspension,-,63 mm,-,Rear,Chain,With an external switch,9,-,-,-,-,Combined,-,Tektro 837AL,-,Tektro 837AL,-,"26 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,Direct,Direct,Sports,VP,Sports,Platform,-,Partial,Partial,B+M Lumotec Lyt 10Lux - / LED,B+M Lumotec Lyt 10Lux - / LED,B+M Lumotec Lyt 10Lux - / LED,B+M Lumotec Lyt 10Lux - / LED
KTM,Country Sport 26 (2013),15.9 kg,2013,No,-,Aluminum Alloy,Closed,-,Black (Gray),Suspension,-,63 mm,-,Rear,Chain,With an external switch,9,-,-,-,-,Combined,-,Tektro 837AL,-,Tektro 837AL,2,"26 """,Yes,Aluminium,-,Semi slicks,-,Direct,Direct,Sports,No,-,Platform,-,Yes,Yes,Yes,No,-,No
KTM,Country Star 26 (2013),15.5 kg,2013,-,-,Aluminum Alloy,Open,-,"White, Gray",Suspension,-,63 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Combined,-,Tektro 837AL,-,Tektro 837AL,-,"26 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,With the rise of,With the rise of,Sports,VP,Sports,Platform,-,Partial,Partial,B+M Lumotec Lyt 10Lux - / LED,B+M Lumotec Lyt 10Lux - / LED,B+M Lumotec Lyt 10Lux - / LED,B+M Lumotec Lyt 10Lux - / LED
KTM,Country Star 26 (2013),15.5 kg,2013,Yes,-,Aluminum Alloy,Open,-,"White, Gray",Suspension,-,63 mm,-,Rear,Chain,With an external switch,21,-,-,-,-,Combined,-,Tektro 837AL,-,Tektro 837AL,2,"26 """,Yes,Aluminium,-,Semi slicks,-,With the rise of,With the rise of,Sports,No,-,Platform,-,Yes,Yes,Yes,No,-,No
KTM,eCross (2013),21.7 kg,2013,21.7 kg,-,Aluminum Alloy,Closed,-,Gray,Suspension,-,63 mm,-,Rear,Chain,With an external switch,24,-,-,-,-,Trigger,-,Tektro Auriga Comp,-,Tektro Auriga Comp,-,"28 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,Direct,Direct,Sports,Wellgo C 128,Sports,Platform,-,48 ?,48 ?,48 ?,48 ?,48 ?,48 ?
KTM,eCross (2013),21.7 kg,2013,No,-,Aluminum Alloy,Closed,-,Gray,Suspension,-,63 mm,-,Rear,Chain,With an external switch,24,-,-,-,-,Trigger,-,Tektro Auriga Comp,-,Tektro Auriga Comp,2,"28 """,Yes,Aluminium,-,Semi slicks,-,Direct,Direct,Sports,No,-,Platform,-,No,No,No,No,-,No
KTM,eCross P (2013),21.7 kg,2013,21.7 kg,-,Aluminum Alloy,Closed,-,"White, Black",Suspension,-,63 mm,-,Rear,Chain,With an external switch,27,-,-,-,-,Trigger,-,Tektro Auriga Comp,-,Tektro Auriga Comp,-,"27 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,With the rise of,With the rise of,Sports,Wellgo M-21,Sports,Platform,-,47 ?,47 ?,47 ?,47 ?,47 ?,47 ?
KTM,eCross P (2013),21.7 kg,2013,No,-,Aluminum Alloy,Closed,-,"White, Black",Suspension,-,63 mm,-,Rear,Chain,With an external switch,27,-,-,-,-,Trigger,-,Tektro Auriga Comp,-,Tektro Auriga Comp,2,"27 """,Yes,Aluminium,-,Semi slicks,-,With the rise of,With the rise of,Sports,No,-,Platform,-,No,No,No,No,-,No
KTM,eFun (2013),23.8 kg,2013,23.8 kg,-,Aluminum Alloy,Closed,-,Gray,Suspension,-,63 mm,-,Rear,Chain,With an external switch,24,-,-,-,-,Trigger,-,Shimano,-,Shimano,-,"28 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,Direct,Direct,Sports,VP,Sports,Platform,-,Partial,Partial,"B+M Lyt-T-senso-plus, LED-25 Lux","B+M Lyt-T-senso-plus, LED-25 Lux","B+M Lyt-T-senso-plus, LED-25 Lux","B+M Lyt-T-senso-plus, LED-25 Lux"
KTM,eFun (2013),23.8 kg,2013,No,-,Aluminum Alloy,Closed,-,Gray,Suspension,-,63 mm,-,Rear,Chain,With an external switch,24,-,-,-,-,Trigger,-,Shimano (M422),-,Shimano (M422),2,"28 """,Yes,Aluminium,-,Semi slicks,-,Direct,Direct,Sports,No,-,Platform,-,Yes,Yes,Yes,No,-,No
KTM,eLycan (2013),18.9 kg,2013,-,-,Aluminum Alloy,Closed,-,White,Suspension,-,120 mm,-,Rear,Chain,With an external switch,27,-,-,-,-,Trigger,-,Magura MT2,-,Magura MT2,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,Wellgo M-21,Sports,Platform,-,48 ?,48 ?,48 ?,48 ?,48 ?,48 ?
KTM,eLycan (2013),18.9 kg,2013,No,-,Aluminum Alloy,Closed,-,White,Suspension,-,120 mm,-,Rear,Chain,With an external switch,27,-,-,-,-,Trigger,-,Magura MT2,-,Magura MT2,2,"26 """,Yes,Aluminium,-,Mud,-,Direct,Direct,Sports,No,-,Platform,-,No,No,No,No,-,No
KTM,eRace (2013),20.4 kg,2013,20.4 kg,-,Aluminum Alloy,Closed,-,"White, Orange",Suspension,-,100 mm,-,Rear,Chain,With an external switch,27,-,-,-,-,Trigger,-,Tektro Auriga Comp,-,Tektro Auriga Comp,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,Wellgo M-21,Sports,Platform,-,48 ?,48 ?,48 ?,48 ?,48 ?,48 ?
KTM,eRace (2013),20.4 kg,2013,No,-,Aluminum Alloy,Closed,-,"White, Orange",Suspension,-,100 mm,-,Rear,Chain,With an external switch,27,-,-,-,-,Trigger,-,Tektro Auriga Comp,-,Tektro Auriga Comp,2,"26 """,Yes,Aluminium,-,Mud,-,Direct,Direct,Sports,No,-,Platform,-,No,No,No,No,-,No
KTM,eRace P (2013),20.4 kg,2013,20.4 kg,-,Aluminum Alloy,Closed,-,"White, Orange, Black",Suspension,-,100 mm,-,Rear,Chain,With an external switch,30,-,-,-,-,Trigger,-,Tektro Auriga Comp,-,Tektro Auriga Comp,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,Wellgo M-21,Sports,Platform,-,47 ?,47 ?,47 ?,47 ?,47 ?,47 ?
KTM,eRace P (2013),20.4 kg,2013,No,-,Aluminum Alloy,Closed,-,"White, Orange, Black",Suspension,-,100 mm,-,Rear,Chain,With an external switch,30,-,-,-,-,Trigger,-,Tektro Auriga Comp,-,Tektro Auriga Comp,2,"26 """,Yes,Aluminium,-,Mud,-,Direct,Direct,Sports,No,-,Platform,-,No,No,No,No,-,No
KTM,eRace P650 (2013),21.2 kg,2013,21.2 kg,-,Aluminum Alloy,Closed,-,"White, Black",Suspension,-,100 mm,-,Rear,Chain,With an external switch,30,-,-,-,-,Trigger,-,Tektro Auriga Comp,-,Tektro Auriga Comp,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,Direct,Direct,Sports,Wellgo M-21,Sports,Platform,-,47 ?,47 ?,47 ?,47 ?,47 ?,47 ?
KTM,eRace P650 (2013),21.2 kg,2013,No,-,Aluminum Alloy,Closed,-,"White, Black",Suspension,-,100 mm,-,Rear,Chain,With an external switch,30,-,-,-,-,Trigger,-,Tektro Auriga Comp,-,Tektro Auriga Comp,2,"26 """,Yes,Aluminium,-,Mud,-,Direct,Direct,Sports,No,-,Platform,-,No,No,No,No,-,No
KTM,eShopper (2013),-,2013,Aluminum Alloy,-,Aluminum Alloy,Open,-,White,Tough,-,-,-,Rear,Chain,with planetary gear,8,-,-,-,-,Trigger,-,Shimano,-,Shimano,-,"24 """,Aluminium,Aluminium,-,Slicks,Slicks,Direct,Direct,Travel,VP,Travel,Platform,-,Partial,Partial,front,front,front,front
KTM,eShopper (2013),-,2013,Yes,-,Aluminum Alloy,Open,-,White,Tough,-,-,-,Rear,Chain,with planetary gear,8,-,-,-,-,Trigger,-,Shimano (Alfine),-,Shimano (Alfine),2,"24 """,Yes,Aluminium,-,Slicks,-,Direct,Direct,Travel,No,-,Platform,-,Yes,Yes,Yes,No,-,Yes front
KTM,eStyle (2013),24.3 kg,2013,24.3 kg,-,Aluminum Alloy,Closed,-,Black,Suspension,-,63 mm,-,Rear,Chain,With an external switch,27,-,-,-,-,Trigger,-,Tektro Auriga Comp,-,Tektro Auriga Comp,-,"28 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,Direct,Direct,Sports,VP,Sports,Platform,-,Partial,Partial,B+M Lyt-T-senso-plus,B+M Lyt-T-senso-plus,B+M Lyt-T-senso-plus,B+M Lyt-T-senso-plus
KTM,eStyle (2013),24.3 kg,2013,No,-,Aluminum Alloy,Closed,-,Black,Suspension,-,63 mm,-,Rear,Chain,With an external switch,27,-,-,-,-,Trigger,-,Tektro Auriga Comp,-,Tektro Auriga Comp,2,"28 """,Yes,Aluminium,-,Semi slicks,-,Direct,Direct,Sports,No,-,Platform,-,Yes,Yes,Yes,No,-,No
KTM,eTour (2013),24.3 kg,2013,24.3 kg,-,Aluminum Alloy,Closed,-,Black,Suspension,-,63 mm,-,Rear,Chain,With an external switch,27,-,-,-,-,Trigger,-,Magura HS11,-,Magura HS11,-,"28 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,Direct,Direct,Travel,VP,Travel,Platform,-,Partial,Partial,"B+M Lyt-T-senso-plus, LED-25 Lux","B+M Lyt-T-senso-plus, LED-25 Lux","B+M Lyt-T-senso-plus, LED-25 Lux","B+M Lyt-T-senso-plus, LED-25 Lux"
KTM,eTour (2013),24.3 kg,2013,No,-,Aluminum Alloy,Closed,-,Black,Suspension,-,63 mm,-,Rear,Chain,With an external switch,27,-,-,-,-,Trigger,-,Magura HS11,-,Magura HS11,2,"28 """,Yes,Aluminium,-,Semi slicks,-,Direct,Direct,Travel,No,-,Platform,-,Yes,Yes,Yes,No,-,No
KTM,eTrail (2013),24.3 kg,2013,24.3 kg,-,Aluminum Alloy,Closed,-,Black,Suspension,-,63 mm,-,Rear,Chain,With an external switch,24,-,-,-,-,Trigger,-,Tektro Auriga Comp,-,Tektro Auriga Comp,-,"28 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,Direct,Direct,Sports,VP,Sports,Platform,-,Partial,Partial,"B+M Lyt-T-senso-plus, LED-25 Lux","B+M Lyt-T-senso-plus, LED-25 Lux","B+M Lyt-T-senso-plus, LED-25 Lux","B+M Lyt-T-senso-plus, LED-25 Lux"
KTM,eTrail (2013),24.3 kg,2013,No,-,Aluminum Alloy,Closed,-,Black,Suspension,-,63 mm,-,Rear,Chain,With an external switch,24,-,-,-,-,Trigger,-,Tektro Auriga Comp,-,Tektro Auriga Comp,2,"28 """,Yes,Aluminium,-,Semi slicks,-,Direct,Direct,Sports,No,-,Platform,-,Yes,Yes,Yes,No,-,No
KTM,Knoxville (2013),14.2 kg,2013,-,-,Aluminum Alloy,Closed,-,"Gray, Silver",Suspension,-,100 mm,-,Rear,Chain,With an external switch,24,-,-,-,-,Trigger,-,-,-,-,-,"26 """,Aluminium,Aluminium,-,Mud,Mud,With the rise of,With the rise of,Sports,Wellgo,Sports,Platform,-,Partial,Partial,-,-,-,-
KTM,Knoxville (2013),14.2 kg,2013,No,-,Aluminum Alloy,Closed,-,"Gray, Silver",Suspension,-,100 mm,-,Rear,Chain,With an external switch,24,-,-,-,-,Trigger,-,-,-,-,2,"26 """,Yes,Aluminium,-,Mud,-,With the rise of,With the rise of,Sports,No,-,Platform,-,No,No,No,No,-,No
KTM,Life Conquest (2013),14.2 kg,2013,-,-,Aluminum Alloy,Closed,-,Silver,Suspension,-,63 mm,-,Rear,Chain,With an external switch,30,-,-,-,-,Trigger,-,Shimano BR-M422,-,Shimano BR-M422,-,"28 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,Direct,Direct,Sports,VP,Sports,Platform,-,Partial,Partial,"B+M Lyt-T-senso-plus, LED-25 Lux","B+M Lyt-T-senso-plus, LED-25 Lux","B+M Lyt-T-senso-plus, LED-25 Lux","B+M Lyt-T-senso-plus, LED-25 Lux"
KTM,Life Conquest (2013),14.2 kg,2013,No,-,Aluminum Alloy,Closed,-,Silver,Suspension,-,63 mm,-,Rear,Chain,With an external switch,30,-,-,-,-,Trigger,-,Shimano BR-M422,-,Shimano BR-M422,2,"28 """,Yes,Aluminium,-,Semi slicks,-,Direct,Direct,Sports,No,-,Platform,-,Yes,Yes,Yes,No,-,No
KTM,Life Disc (2013),14.6 kg,2013,-,-,Aluminum Alloy,Open,-,Black,Suspension,-,-,-,Rear,Chain,With an external switch,30,-,-,-,-,Trigger,-,-,-,-,-,"28 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,Direct,Direct,Sports,VP,Sports,Platform,-,Partial,Partial,-,-,-,-
KTM,Life Disc (2013),14.6 kg,2013,Yes,-,Aluminum Alloy,Open,-,Black,Suspension,-,-,-,Rear,Chain,With an external switch,30,-,-,-,-,Trigger,-,-,-,-,2,"28 """,Yes,Aluminium,-,Semi slicks,-,Direct,Direct,Sports,No,-,Platform,-,Yes,Yes,Yes,No,-,No
KTM,Life Dual 24 (2013),16.4 kg,2013,-,-,Aluminum Alloy,Open,-,White,Suspension,-,50 mm,-,Rear,Chain,With an external switch,8,-,-,-,-,Combined,-,Shimano BR-M422,-,Shimano M422,-,"28 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,Direct,Direct,Travel,???????????? ?????,Travel,Platform,-,Partial,Partial,"B+M LYT Senso Plus, 15Lux","B+M LYT Senso Plus, 15Lux","B+M LYT Senso Plus, 15Lux","B+M LYT Senso Plus, 15Lux"
KTM,Life Dual 24 (2013),16.4 kg,2013,Yes,-,Aluminum Alloy,Open,-,White,Suspension,-,50 mm,-,Rear,Chain,With an external switch,8,-,-,-,-,Combined,-,Shimano BR-M422,-,Shimano M422,2,"28 """,Yes,Aluminium,-,Semi slicks,-,Direct,Direct,Travel,Yes ???????????? ?????,-,Platform,-,Yes,Yes,Yes,No,-,No
KTM,Life Force (2013),14.3 kg,2013,-,-,Aluminum Alloy,Closed,-,Black,Suspension,-,63 mm,-,Rear,Chain,With an external switch,27,-,-,-,-,Trigger,-,Shimano BR-M422,-,Shimano BR-M422,-,"28 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,Direct,Direct,Sports,VP,Sports,Platform,-,Partial,Partial,"B+M Lyt-T-senso-plus, LED-25 Lux","B+M Lyt-T-senso-plus, LED-25 Lux","B+M Lyt-T-senso-plus, LED-25 Lux","B+M Lyt-T-senso-plus, LED-25 Lux"
KTM,Life Force (2013),14.3 kg,2013,No,-,Aluminum Alloy,Closed,-,Black,Suspension,-,63 mm,-,Rear,Chain,With an external switch,27,-,-,-,-,Trigger,-,Shimano BR-M422,-,Shimano BR-M422,2,"28 """,Yes,Aluminium,-,Semi slicks,-,Direct,Direct,Sports,No,-,Platform,-,Yes,Yes,Yes,No,-,No
KTM,Life Fun (2013),16.5 kg,2013,-,-,Aluminum Alloy,Open,-,?????????,Suspension,-,50 mm,-,Rear,Chain,With an external switch,24,-,-,-,-,Trigger,-,Shimano BR-M422,-,Shimano BR-M422,-,"28 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,Direct,Direct,Travel,???????????? ?????,Travel,Platform,-,Partial,Partial,"B+M LYT Senso Plus, 15Lux","B+M LYT Senso Plus, 15Lux","B+M LYT Senso Plus, 15Lux","B+M LYT Senso Plus, 15Lux"
KTM,Life Fun (2013),16.5 kg,2013,Yes,-,Aluminum Alloy,Open,-,????????? (Gray),Suspension,-,50 mm,-,Rear,Chain,With an external switch,24,-,-,-,-,Trigger,-,Shimano BR-M422,-,Shimano BR-M422,2,"28 """,Yes,Aluminium,-,Semi slicks,-,Direct,Direct,Travel,Yes ???????????? ?????,-,Platform,-,Yes,Yes,Yes,No,-,No
KTM,Life Joy (2013),15.2 kg,2013,-,-,Aluminum Alloy,Closed,-,Gray,Tough,-,-,-,Rear,Chain,With an external switch,24,-,-,-,-,Combined,-,Tektro 837AL,-,Tektro 837AL,-,"28 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,Direct,Direct,Travel,VP,Travel,Platform,-,Partial,Partial,"Comus C-Lux Phenon ,LED","Comus C-Lux Phenon ,LED","Comus C-Lux Phenon ,LED","Comus C-Lux Phenon ,LED"
KTM,Life Joy (2013),15.2 kg,2013,No,-,Aluminum Alloy,Closed,-,Gray,Tough,-,-,-,Rear,Chain,With an external switch,24,-,-,-,-,Combined,-,Tektro 837AL,-,Tektro 837AL,2,"28 """,Yes,Aluminium,-,Semi slicks,-,Direct,Direct,Travel,No,-,Platform,-,Yes,Yes,Yes,No,-,No
KTM,Life Lite (2013),13.8 kg,2013,-,-,Aluminum Alloy,Closed,-,Gray,Tough,-,-,-,Rear,Chain,With an external switch,24,-,-,-,-,Trigger,-,Shimano BR-M422,-,Shimano BR-M422,-,"28 """,Aluminium,Aluminium,-,Semi slicks,Semi slicks,Direct,Direct,Sports,VP,Sports,Platform,-,Partial,Partial,"B+M LYT Senso Plus, 15Lux","B+M LYT Senso Plus, 15Lux","B+M LYT Senso Plus, 15Lux","B+M LYT Senso Plus, 15Lux"
