Fiyat,Marka,Model,Model Yılı,Bisiklet Sınıfı,Kullanıcı Sınıfı,Yaş Grubu,Cinsiyet,Vites Sayısı,Kadro Malzemesi,Ağırlık,Jant Çapı,Jant Malzemesi,Fren Tipi,Amortisör,Amortisör Konumu,Amortisör Türü,Elektrik Motoru,Akü Gerilimi,Akü Kapasitesi,Motor Gücü,Azami Sürüş Menzili,Şarj Süresi
----,Mosso,735TCA Tiagra,2017,Yol/Yarış Bisikleti,Yetişkin,----,Erkek,20,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Mosso,750CB Carbon Ultegra,2017,Yol/Yarış Bisikleti,Yetişkin,----,Erkek,22,Karbon,----,28 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Mosso,7571 Acera,2017,Dağ Bisikleti,Yetişkin,----,Erkek,27,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
7000,Mosso,7571 Deore,2017,Dağ Bisikleti,Yetişkin,----,Erkek,30,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Mosso,7581XC SLX,2017,Dağ Bisikleti,Yetişkin,----,Erkek,30,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Havalı,----,----,----,----,----,----
----,Mosso,7581XC XT,2017,Dağ Bisikleti,Yetişkin,----,Erkek,33,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Havalı,----,----,----,----,----,----
----,Mosso,760CB Ultegra,2017,Yol/Yarış Bisikleti,Yetişkin,----,Erkek,22,Karbon,----,28 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Mosso,770TB3 SMD Acera,2017,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,27,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Mosso,770TB3 SMD Deore,2017,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,30,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Mosso,20 WildFire V Boys,2017,Dağ Bisikleti,Çocuk,----,Erkek,21,Alüminyum / Alaşım,----,20 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Mosso,771TB3 DMD Deore,2017,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,30,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Yok,----,----,----,----,----,----,----,----
----,Mosso,790PRO 105,2017,Yol/Yarış Bisikleti,Yetişkin,----,Erkek,22,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Mosso,980XC2 Acera,2017,Dağ Bisikleti,Yetişkin,----,Erkek,27,Alüminyum / Alaşım,----,29 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Mosso,980XC2 Deore,2017,Dağ Bisikleti,Yetişkin,----,Erkek,30,Alüminyum / Alaşım,----,29 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
3900,Mosso,BigFoot,2017,Özel Tasarım,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Yok,----,----,----,----,----,----,----,----
----,Mosso,Cavalier 700 Claris,2020,Yol/Yarış Bisikleti,Yetişkin,----,Erkek,16,Alüminyum / Alaşım,10.6 kg,28 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Mosso,Cavalier 700 Tourney,2020,Yol/Yarış Bisikleti,Yetişkin,----,Erkek,14,Alüminyum / Alaşım,10.8 kg,28 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Mosso,City Life Altus Lady,2017,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,24,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Mosso,City Life Altus Man,2017,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,24,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Mosso,City Life Nexus Lady,2017,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,7,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Mosso,20 WildFire V Boys,2017,Dağ Bisikleti,Çocuk,----,Erkek,21,Alüminyum / Alaşım,----,20 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Mosso,Groovy 27.5,2017,Dağ Bisikleti,Yetişkin,----,Erkek,30,Karbon,----,27.5 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Havalı,----,----,----,----,----,----
8950,Mosso,Groovy 29,2017,Dağ Bisikleti,Yetişkin,----,Erkek,30,Karbon,----,29 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Havalı,----,----,----,----,----,----
----,Mosso,GVL270 Claris,2020,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,16,Alüminyum / Alaşım,13.5 kg,28 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Yok,----,----,----,----,----,----,----,----
----,Kron,WSX300 27.5 Man HD,2017,Dağ Bisikleti,Yetişkin,----,Erkek,24,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Mosso,Legarda 1721 LSM V,2017,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,21,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Mosso,Legarda 1721 MDM V,2017,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Mosso,Legarda 1721 MSM H,2017,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Mosso,Legarda 1721 MSM V,2017,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Mosso,Legarda 1724 LSM H,2017,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,24,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Mosso,Legarda 1724 MSM H,2017,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,24,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Mosso,Legarda 1724 MSM V,2017,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,24,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Mosso,Legarda 1727 MSM H,2017,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,27,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Mosso,Monza Cycle Cross,2017,Cycle Cross,Yetişkin,----,Erkek,18,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Yok,----,----,----,----,----,----,----,----
----,Mosso,Raceline 27.5,2020,Dağ Bisikleti,Yetişkin,----,Erkek,24,Alüminyum / Alaşım,14.5 kg,27.5 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Mosso,Raceline 29,2019,Dağ Bisikleti,Yetişkin,----,Erkek,24,Alüminyum / Alaşım,15.1 kg,29 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
9999,Mosso,Reborn 105,2017,Yol/Yarış Bisikleti,Yetişkin,----,Erkek,22,Karbon,----,28 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Mosso,Street MTR Metrea,2017,Yol/Yarış Bisikleti,Yetişkin,----,Erkek,22,Alüminyum / Alaşım,----,28 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Yok,----,----,----,----,----,----,----,----
----,Mosso,WildFire HYD 26,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Mosso,WildFire HYD 29,2019,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,15.2 kg,29 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
2245,Mosso,WildFire LTD HYD 27.5,2019,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,14.9 kg,27.5 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
1699,Mosso,WildFire V 26,2018,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
1729,Mosso,WildFire V 27.5,2017,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Mosso,WildFire V 29,2017,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,29 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
1011,Mosso,WildFire V Lady 26,2018,Dağ Bisikleti,Yetişkin,----,Kadın,21,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Orbis,Beauty 16,2017,Şehir/Tur Bisikleti,Çocuk,----,Kadın,1,Çelik,----,16 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Orbis,Beauty 20,2017,Şehir/Tur Bisikleti,Çocuk,----,Kadın,1,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Orbis,Blackswan 26,2017,Dağ Bisikleti,Yetişkin,----,Kadın,21,Çelik,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Ön ve Arka,Yaylı,----,----,----,----,----,----
----,Orbis,Booster 24,2017,Dağ Bisikleti,Yetişkin,----,Erkek,18,Çelik,----,24 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Orbis,Buddy 14,2017,Şehir/Tur Bisikleti,Çocuk,----,Kadın,1,Çelik,----,14 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Orbis,Casper 20,2017,Dağ Bisikleti,Çocuk,----,Erkek,18,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Var,Ön ve Arka,Yaylı,----,----,----,----,----,----
----,Orbis,Chaser 24,2017,Dağ Bisikleti,Yetişkin,----,Unisex,21,Çelik,----,24 inç,Alüminyum / Alaşım,V Frenli,Var,Ön ve Arka,Yaylı,----,----,----,----,----,----
----,Orbis,Cloud 16,2017,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,16 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Orbis,Cloud 20,2017,Şehir/Tur Bisikleti,Çocuk,----,Unisex,1,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Orbis,Cool 16,2017,Şehir/Tur Bisikleti,Çocuk,----,Unisex,1,Çelik,----,16 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Orbis,Cool 20,2017,Şehir/Tur Bisikleti,Çocuk,----,Unisex,1,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Orbis,Crazy 20,2017,Şehir/Tur Bisikleti,Çocuk,----,Unisex,1,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Orbis,Dynamic 24,2017,Dağ Bisikleti,Yetişkin,----,Unisex,21,Çelik,----,24 inç,Alüminyum / Alaşım,V Frenli,Var,Ön ve Arka,Yaylı,----,----,----,----,----,----
----,Orbis,Escape 20,2017,Dağ Bisikleti,Çocuk,----,Erkek,21,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Orbis,Escape 24,2017,Dağ Bisikleti,Yetişkin,----,Unisex,21,Çelik,----,24 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Orbis,Escape 26,2017,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Orbis,Jewel 20,2017,Şehir/Tur Bisikleti,Çocuk,----,Kadın,1,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Orbis,Jungle Monkey 16,2017,Şehir/Tur Bisikleti,Çocuk,----,Unisex,1,Çelik,----,16 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Orbis,Jungle Monkey 20,2017,Şehir/Tur Bisikleti,Çocuk,----,Unisex,1,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Orbis,Kick 16,2017,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,16 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Orbis,Jungle Parrot 20,2017,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Orbis,Jungle Tiger 16,2017,Şehir/Tur Bisikleti,Çocuk,----,Unisex,1,Çelik,----,16 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Orbis,Jungle Tiger 20,2017,Şehir/Tur Bisikleti,Çocuk,----,Unisex,1,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Orbis,Kick 16,2017,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,16 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Orbis,Kick 20,2017,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Orbis,Life 24,2017,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,24 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Corelli,Jazz 1.3,2017,Dağ Bisikleti,Çocuk,----,Erkek,18,Alüminyum / Alaşım,----,20 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Orbis,Jungle Monkey 16,2017,Şehir/Tur Bisikleti,Çocuk,----,Unisex,1,Çelik,----,16 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Orbis,Panda 20,2017,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Orbis,Phoenix 26,2017,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Ön ve Arka,Yaylı,----,----,----,----,----,----
----,Orbis,Plush 12,2017,Şehir/Tur Bisikleti,Çocuk,----,Unisex,1,Çelik,----,12 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Orbis,Pony 16,2017,Şehir/Tur Bisikleti,Çocuk,----,Kadın,1,Çelik,----,16 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Orbis,Power 16,2017,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,16 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Orbis,Punkrose 24,2017,Şehir/Tur Bisikleti,Yetişkin,----,Unisex,21,Çelik,----,24 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Orbis,Reflex 20,2017,Şehir/Tur Bisikleti,Çocuk,----,Kadın,6,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Orbis,Reflex 24,2017,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,21,Çelik,----,24 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Orbis,Reflex 26,2017,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,26 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Orbis,Reflex Bayan 26,2017,Şehir/Tur Bisikleti,Yetişkin,----,Kadın,21,Çelik,----,26 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Orbis,Rockwell 16,2017,Şehir/Tur Bisikleti,Çocuk,----,Unisex,1,Çelik,----,16 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Orbis,Rosie 16,2017,Şehir/Tur Bisikleti,Çocuk,----,Kadın,1,Çelik,----,16 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Orbis,Rosie 20,2017,Şehir/Tur Bisikleti,Çocuk,----,Kadın,1,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Orbis,Jungle Monkey 16,2017,Şehir/Tur Bisikleti,Çocuk,----,Unisex,1,Çelik,----,16 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Orbis,Sonic 24,2017,Dağ Bisikleti,Yetişkin,----,Unisex,18,Çelik,----,24 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Orbis,Kick 16,2017,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,16 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Orbis,Spitfire 20,2017,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Orbis,Kick 16,2017,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,16 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Orbis,Tiger 20,2017,Dağ Bisikleti,Çocuk,----,Erkek,21,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Var,Ön ve Arka,Yaylı,----,----,----,----,----,----
----,Orbis,Topgun 24,2017,Dağ Bisikleti,Yetişkin,----,Unisex,18,Çelik,----,24 inç,Alüminyum / Alaşım,V Frenli,Var,Ön ve Arka,Yaylı,----,----,----,----,----,----
----,Orbis,Tweety 12,2017,Şehir/Tur Bisikleti,Çocuk,----,Kadın,1,Çelik,----,12 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Orbis,Tweety 14,2017,Şehir/Tur Bisikleti,Çocuk,----,Kadın,1,Çelik,----,14 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Orbis,Tweety 16,2017,Şehir/Tur Bisikleti,Çocuk,----,Kadın,1,Çelik,----,16 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Orbis,Tweety 18,2017,Şehir/Tur Bisikleti,Çocuk,----,Kadın,1,Çelik,----,18 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Orbis,Tweety 20,2017,Şehir/Tur Bisikleti,Çocuk,----,Kadın,1,Çelik,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Orbis,Uzico 16,2017,Şehir/Tur Bisikleti,Çocuk,----,Erkek,1,Çelik,----,16 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Orbis,Viper 26,2017,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Ön ve Arka,Yaylı,----,----,----,----,----,----
----,Orbis,Voltage 24,2017,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,24 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
979,Orbis,Voltage 26,2017,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,26 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
899,Orbis,Voltage 26 Kadın,2017,Dağ Bisikleti,Yetişkin,----,Kadın,21,Çelik,----,26 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Orbis,Voltage 28,2017,Şehir/Tur Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,28 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Peugeot,F11,2019,Katlanır Bisiklet,Yetişkin,----,Unisex,3,Alüminyum / Alaşım,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Peugeot,F12,2019,Katlanır Bisiklet,Yetişkin,----,Unisex,8,Alüminyum / Alaşım,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Peugeot,F13,2019,Katlanır Bisiklet,Yetişkin,----,Unisex,7,Alüminyum / Alaşım,----,20 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Peugeot,JM241,2020,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,24 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
1403,Peugeot,JM242,2020,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,24 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
1403,Peugeot,JM244,2020,Dağ Bisikleti,Yetişkin,----,Kadın,21,Çelik,----,24 inç,Alüminyum / Alaşım,V Frenli,Yok,----,----,----,----,----,----,----,----
----,Peugeot,JM245,2020,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,24 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Peugeot,JM246,2020,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,24 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Peugeot,JM247,2020,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,24 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Peugeot,JM248,2020,Dağ Bisikleti,Yetişkin,----,Kadın,21,Çelik,----,24 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Peugeot,JM249,2020,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,24 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
5790,Peugeot,M10-27.5,2020,Dağ Bisikleti,Yetişkin,----,Erkek,20,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Havalı,----,----,----,----,----,----
2002,Peugeot,M11-26,2020,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Peugeot,M11-27.5,2020,Dağ Bisikleti,Yetişkin,----,Erkek,30,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Havalı,----,----,----,----,----,----
1845,Peugeot,M12-26,2020,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,Mekanik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Peugeot,M12-27.5,2020,Dağ Bisikleti,Yetişkin,----,Erkek,30,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
1600,Peugeot,M13-26,2020,Dağ Bisikleti,Yetişkin,----,Erkek,21,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Peugeot,M13-27.5,2020,Dağ Bisikleti,Yetişkin,----,Erkek,27,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Peugeot,M14-26,2020,Dağ Bisikleti,Yetişkin,----,Kadın,21,Alüminyum / Alaşım,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
3629,Peugeot,M14-27.5,2020,Dağ Bisikleti,Yetişkin,----,Erkek,27,Alüminyum / Alaşım,----,27.5 inç,Alüminyum / Alaşım,Hidrolik Disk Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
----,Peugeot,M15-26,2020,Dağ Bisikleti,Yetişkin,----,Erkek,21,Çelik,----,26 inç,Alüminyum / Alaşım,V Frenli,Var,Sadece Ön,Yaylı,----,----,----,----,----,----
